trial,block,stimId,category,response,accuracy,rt,condition,id,phase
7,0,B550,Beta,Beta,True,3205,2,12192,trainPhase
8,0,A450,Alpha,Alpha,True,2287,2,12192,trainPhase
9,0,C1050,Gamma,Gamma,True,1712,2,12192,trainPhase
10,0,B750,Beta,Gamma,False,4843,2,12192,trainPhase
11,0,A250,Alpha,Alpha,True,2987,2,12192,trainPhase
12,0,B650,Beta,Beta,True,3108,2,12192,trainPhase
13,0,C1450,Gamma,Gamma,True,1193,2,12192,trainPhase
14,0,C1250,Gamma,Gamma,True,1104,2,12192,trainPhase
0,1,C1150,Gamma,Gamma,True,2150,2,12192,trainPhase
1,1,B550,Beta,Beta,True,1098,2,12192,trainPhase
2,1,B850,Beta,Beta,True,1634,2,12192,trainPhase
3,1,A50,Alpha,Alpha,True,1256,2,12192,trainPhase
4,1,C1350,Gamma,Gamma,True,3261,2,12192,trainPhase
5,1,B950,Beta,Gamma,False,3462,2,12192,trainPhase
6,1,B650,Beta,Beta,True,2701,2,12192,trainPhase
7,1,A150,Alpha,Alpha,True,1293,2,12192,trainPhase
8,1,B750,Beta,Beta,True,1028,2,12192,trainPhase
9,1,C1050,Gamma,Gamma,True,2706,2,12192,trainPhase
10,1,C1250,Gamma,Gamma,True,874,2,12192,trainPhase
11,1,A250,Alpha,Alpha,True,3381,2,12192,trainPhase
12,1,A450,Alpha,Beta,False,1390,2,12192,trainPhase
13,1,A350,Alpha,Alpha,True,2729,2,12192,trainPhase
14,1,C1450,Gamma,Gamma,True,2649,2,12192,trainPhase
0,2,A150,Alpha,Alpha,True,2671,2,12192,trainPhase
1,2,C1350,Gamma,Gamma,True,4373,2,12192,trainPhase
2,2,A450,Alpha,Beta,False,9892,2,12192,trainPhase
3,2,C1250,Gamma,Gamma,True,2825,2,12192,trainPhase
4,2,C1450,Gamma,Gamma,True,1622,2,12192,trainPhase
5,2,A50,Alpha,Alpha,True,1302,2,12192,trainPhase
6,2,A250,Alpha,Alpha,True,933,2,12192,trainPhase
7,2,C1050,Gamma,Beta,False,966,2,12192,trainPhase
8,2,B750,Beta,Beta,True,941,2,12192,trainPhase
9,2,B650,Beta,Beta,True,1006,2,12192,trainPhase
10,2,A350,Alpha,Alpha,True,2174,2,12192,trainPhase
11,2,C1150,Gamma,Gamma,True,1886,2,12192,trainPhase
12,2,B950,Beta,Beta,True,3774,2,12192,trainPhase
13,2,B550,Beta,Beta,True,1954,2,12192,trainPhase
14,2,B850,Beta,Beta,True,4277,2,12192,trainPhase
0,3,A350,Alpha,Alpha,True,1536,2,12192,trainPhase
1,3,C1450,Gamma,Gamma,True,1358,2,12192,trainPhase
2,3,B850,Beta,Beta,True,7426,2,12192,trainPhase
3,3,B950,Beta,Beta,True,1141,2,12192,trainPhase
4,3,A450,Alpha,Beta,False,961,2,12192,trainPhase
5,3,B650,Beta,Beta,True,4751,2,12192,trainPhase
6,3,B550,Beta,Beta,True,2983,2,12192,trainPhase
7,3,C1250,Gamma,Gamma,True,1805,2,12192,trainPhase
