stimId1,stimID2,count,mean,std,min,25%,50%,75%,max
C1450,A50,15.0,0.06666666666666665,0.2581988897471611,0.0,0.0,0.0,0.0,0.9999999999999998
C1450,B550,17.0,1.7058823529411764,0.9851843661437781,0.0,0.9999999999999998,2.0,2.0,3.0
C1450,B650,19.0,2.0526315789473686,0.9703197760719183,0.0,1.5,2.0,3.0,4.0
C1450,B750,14.0,2.857142857142857,1.5118578920369088,0.0,2.0,3.0,4.0,6.0
C1450,B850,17.0,2.9411764705882355,0.8993461677306268,0.9999999999999998,2.0,3.0,4.0,4.0
C1450,B950,14.0,3.642857142857143,1.2774459408789602,2.0,3.0,3.5,4.75,6.0
C1450,C1050,16.0,4.125,0.9574271077563381,2.0,4.0,4.0,5.0,6.0
C1450,C1150,16.0,4.375,1.02469507659596,3.0,3.75,4.5,5.0,6.0
C1450,C1250,14.0,4.785714285714286,0.892582375303981,3.0,5.0,5.0,5.0,6.0
C1450,C1350,18.0,5.5,0.7071067811865476,4.0,5.0,6.0,6.0,6.0
